row,from,to,vehicle,reason
13363,,,HPV,blank_origin_and_destination
13364,,,HPV,blank_origin_and_destination
13365,,,HPV,blank_origin_and_destination
13366,,,HPV,blank_origin_and_destination
13367,,,HPV,blank_origin_and_destination
13368,,,HPV,blank_origin_and_destination
13369,,,HPV,blank_origin_and_destination
13370,,,HPV,blank_origin_and_destination
13371,,,HPV,blank_origin_and_destination
13372,,,HPV,blank_origin_and_destination
13373,,,HPV,blank_origin_and_destination
13374,,,HPV,blank_origin_and_destination
13375,,,HPV,blank_origin_and_destination
13376,,,HPV,blank_origin_and_destination
13377,,,HPV,blank_origin_and_destination
13378,,,HPV,blank_origin_and_destination
13379,,,HPV,blank_origin_and_destination
13380,,,HPV,blank_origin_and_destination
13381,,,HPV,blank_origin_and_destination
13382,,,HPV,blank_origin_and_destination
13383,,,HPV,blank_origin_and_destination
13384,,,HPV,blank_origin_and_destination
13385,,,HPV,blank_origin_and_destination
13386,,,HPV,blank_origin_and_destination
13387,,,HPV,blank_origin_and_destination
13388,,,HPV,blank_origin_and_destination
13389,,,HPV,blank_origin_and_destination
13390,,,HPV,blank_origin_and_destination
13391,,,HPV,blank_origin_and_destination
13392,,,HPV,blank_origin_and_destination
13393,,,HPV,blank_origin_and_destination
13394,,,HPV,blank_origin_and_destination
13395,,,HPV,blank_origin_and_destination
13396,,,HPV,blank_origin_and_destination
13397,,,HPV,blank_origin_and_destination
13398,,,HPV,blank_origin_and_destination
13399,,,HPV,blank_origin_and_destination
13400,,,HPV,blank_origin_and_destination
13401,,,HPV,blank_origin_and_destination
13402,,,HPV,blank_origin_and_destination
13403,,,HPV,blank_origin_and_destination
13404,,,HPV,blank_origin_and_destination
13405,,,HPV,blank_origin_and_destination
13406,,,HPV,blank_origin_and_destination
13407,,,HPV,blank_origin_and_destination
13408,,,HPV,blank_origin_and_destination
13409,,,HPV,blank_origin_and_destination
13410,,,HPV,blank_origin_and_destination
13411,,,HPV,blank_origin_and_destination
13412,,,HPV,blank_origin_and_destination
13413,,,HPV,blank_origin_and_destination
13414,,,HPV,blank_origin_and_destination
13415,,,HPV,blank_origin_and_destination
13416,,,HPV,blank_origin_and_destination
13417,,,HPV,blank_origin_and_destination
13418,,,HPV,blank_origin_and_destination
13419,,,HPV,blank_origin_and_destination
13420,,,HPV,blank_origin_and_destination
13421,,,HPV,blank_origin_and_destination
13422,,,HPV,blank_origin_and_destination
13423,,,HPV,blank_origin_and_destination
13424,,,HPV,blank_origin_and_destination
13425,,,HPV,blank_origin_and_destination
13426,,,HPV,blank_origin_and_destination
13427,,,HPV,blank_origin_and_destination
13428,,,HPV,blank_origin_and_destination
13429,,,HPV,blank_origin_and_destination
13430,,,HPV,blank_origin_and_destination
13431,,,HPV,blank_origin_and_destination
13432,,,HPV,blank_origin_and_destination
13433,,,HPV,blank_origin_and_destination
13434,,,HPV,blank_origin_and_destination
13435,,,HPV,blank_origin_and_destination
13436,,,HPV,blank_origin_and_destination
13437,,,HPV,blank_origin_and_destination
13438,,,HPV,blank_origin_and_destination
13439,,,HPV,blank_origin_and_destination
13440,,,HPV,blank_origin_and_destination
13441,,,HPV,blank_origin_and_destination
13442,,,HPV,blank_origin_and_destination
13443,,,HPV,blank_origin_and_destination
13444,,,HPV,blank_origin_and_destination
13445,,,HPV,blank_origin_and_destination
13446,,,HPV,blank_origin_and_destination
13447,,,HPV,blank_origin_and_destination
13448,,,HPV,blank_origin_and_destination
13449,,,HPV,blank_origin_and_destination
13450,,,HPV,blank_origin_and_destination
13451,,,HPV,blank_origin_and_destination
13452,,,HPV,blank_origin_and_destination
13453,,,HPV,blank_origin_and_destination
13454,,,HPV,blank_origin_and_destination
13455,,,HPV,blank_origin_and_destination
13456,,,HPV,blank_origin_and_destination
13457,,,HPV,blank_origin_and_destination
13458,,,HPV,blank_origin_and_destination
13459,,,HPV,blank_origin_and_destination
13460,,,HPV,blank_origin_and_destination
13461,,,HPV,blank_origin_and_destination
13462,,,HPV,blank_origin_and_destination
13463,,,HPV,blank_origin_and_destination
13464,,,HPV,blank_origin_and_destination
13465,,,HPV,blank_origin_and_destination
13466,,,HPV,blank_origin_and_destination
13467,,,HPV,blank_origin_and_destination
13468,,,HPV,blank_origin_and_destination
13469,,,HPV,blank_origin_and_destination
13470,,,HPV,blank_origin_and_destination
13471,,,HPV,blank_origin_and_destination
13472,,,HPV,blank_origin_and_destination
13473,,,HPV,blank_origin_and_destination
13474,,,HPV,blank_origin_and_destination
13475,,,HPV,blank_origin_and_destination
13476,,,HPV,blank_origin_and_destination
13477,,,HPV,blank_origin_and_destination
13478,,,HPV,blank_origin_and_destination
13479,,,HPV,blank_origin_and_destination
13480,,,HPV,blank_origin_and_destination
13481,,,HPV,blank_origin_and_destination
13482,,,HPV,blank_origin_and_destination
13483,,,HPV,blank_origin_and_destination
13484,,,HPV,blank_origin_and_destination
13485,,,HPV,blank_origin_and_destination
13486,,,HPV,blank_origin_and_destination
13487,,,HPV,blank_origin_and_destination
13488,,,HPV,blank_origin_and_destination
13489,,,HPV,blank_origin_and_destination
13490,,,HPV,blank_origin_and_destination
13491,,,HPV,blank_origin_and_destination
13492,,,HPV,blank_origin_and_destination
13493,,,HPV,blank_origin_and_destination
13494,,,HPV,blank_origin_and_destination
13495,,,HPV,blank_origin_and_destination
13496,,,HPV,blank_origin_and_destination
13497,,,HPV,blank_origin_and_destination
13498,,,HPV,blank_origin_and_destination
13499,,,HPV,blank_origin_and_destination
13500,,,HPV,blank_origin_and_destination
13501,,,HPV,blank_origin_and_destination
13502,,,HPV,blank_origin_and_destination
13503,,,HPV,blank_origin_and_destination
13504,,,HPV,blank_origin_and_destination
13505,,,HPV,blank_origin_and_destination
13506,,,HPV,blank_origin_and_destination
13507,,,HPV,blank_origin_and_destination
13508,,,HPV,blank_origin_and_destination
13509,,,HPV,blank_origin_and_destination
13510,,,HPV,blank_origin_and_destination
13511,,,HPV,blank_origin_and_destination
13512,,,HPV,blank_origin_and_destination
13513,,,HPV,blank_origin_and_destination
13514,,,HPV,blank_origin_and_destination
13515,,,HPV,blank_origin_and_destination
13516,,,HPV,blank_origin_and_destination
13517,,,HPV,blank_origin_and_destination
13518,,,HPV,blank_origin_and_destination
13519,,,HPV,blank_origin_and_destination
13520,,,HPV,blank_origin_and_destination
13521,,,HPV,blank_origin_and_destination
13522,,,HPV,blank_origin_and_destination
13523,,,HPV,blank_origin_and_destination
13524,,,HPV,blank_origin_and_destination
13525,,,HPV,blank_origin_and_destination
13526,,,HPV,blank_origin_and_destination
13527,,,HPV,blank_origin_and_destination
13528,,,HPV,blank_origin_and_destination
13529,,,HPV,blank_origin_and_destination
13530,,,HPV,blank_origin_and_destination
13531,,,HPV,blank_origin_and_destination
13532,,,HPV,blank_origin_and_destination
13533,,,HPV,blank_origin_and_destination
13534,,,HPV,blank_origin_and_destination
13535,Scrapped,,HPV,"ungeocoded: origin 'SCRAPPED', destination 'None'"
13536,,,HPV,blank_origin_and_destination
13537,,,HPV,blank_origin_and_destination
13538,,,HPV,blank_origin_and_destination
13539,,,HPV,blank_origin_and_destination
13540,,,HPV,blank_origin_and_destination
13541,,,HPV,blank_origin_and_destination
13542,,,HPV,blank_origin_and_destination
13543,,,HPV,blank_origin_and_destination
13544,,,HPV,blank_origin_and_destination
13545,,,HPV,blank_origin_and_destination
13546,,,HPV,blank_origin_and_destination
13547,,,HPV,blank_origin_and_destination
13548,,,HPV,blank_origin_and_destination
13549,,,HPV,blank_origin_and_destination
13550,,,HPV,blank_origin_and_destination
13551,,,HPV,blank_origin_and_destination
13552,,,HPV,blank_origin_and_destination
13553,,,HPV,blank_origin_and_destination
13554,,,HPV,blank_origin_and_destination
13555,,,HPV,blank_origin_and_destination
13556,,,HPV,blank_origin_and_destination
13557,,,HPV,blank_origin_and_destination
13558,,,HPV,blank_origin_and_destination
13560,,,HPV,blank_origin_and_destination
13562,,,HPV,blank_origin_and_destination
13563,,,HPV,blank_origin_and_destination
13564,,,HPV,blank_origin_and_destination
13565,,,HPV,blank_origin_and_destination
13566,,,HPV,blank_origin_and_destination
13567,,,HPV,blank_origin_and_destination
13568,,,HPV,blank_origin_and_destination
13569,Scrapped,,LPV,"ungeocoded: origin 'SCRAPPED', destination 'None'"
13570,Scrapped,,LPV,"ungeocoded: origin 'SCRAPPED', destination 'None'"
13571,Scrapped,,MPV,"ungeocoded: origin 'SCRAPPED', destination 'None'"
13572,Scrapped,,LPV,"ungeocoded: origin 'SCRAPPED', destination 'None'"
13573,Scrapped,,LPV,"ungeocoded: origin 'SCRAPPED', destination 'None'"
13574,Scrapped,,LPV,"ungeocoded: origin 'SCRAPPED', destination 'None'"
13575,Scrapped,,LPV,"ungeocoded: origin 'SCRAPPED', destination 'None'"
13576,,,HPV,blank_origin_and_destination
13577,,,HPV,blank_origin_and_destination
13578,,,HPV,blank_origin_and_destination
13579,Scrapped,,LPV,"ungeocoded: origin 'SCRAPPED', destination 'None'"
13580,Scrapped,,LPV,"ungeocoded: origin 'SCRAPPED', destination 'None'"
13581,,,HPV,blank_origin_and_destination
13588,SafaKadal ,Jehangir Chowk,MPV,ungeocoded: destination 'JEHANGIR CHOWK'
13590,Jehangir Chowk,HMT,LPV,ungeocoded: origin 'JEHANGIR CHOWK'
13593,Jehangir Chowk,JVC,LPV,ungeocoded: origin 'JEHANGIR CHOWK'
13594,,,HPV,blank_origin_and_destination
13595,,,HPV,blank_origin_and_destination
13596,,,HPV,blank_origin_and_destination
13597,,,HPV,blank_origin_and_destination
13598,,,HPV,blank_origin_and_destination
13599,,,HPV,blank_origin_and_destination
13600,,,HPV,blank_origin_and_destination
13601,,,HPV,blank_origin_and_destination
13602,,,HPV,blank_origin_and_destination
13603,,,HPV,blank_origin_and_destination
13606,,,HPV,blank_origin_and_destination
13607,,,HPV,blank_origin_and_destination
13608,,,HPV,blank_origin_and_destination
13610,,,HPV,blank_origin_and_destination
13611,SafaKadal ,Jehangir Chowk,MPV,ungeocoded: destination 'JEHANGIR CHOWK'
13612,,,HPV,blank_origin_and_destination
13613,,,HPV,blank_origin_and_destination
13614,,,HPV,blank_origin_and_destination
13615,,,HPV,blank_origin_and_destination
13616,,,HPV,blank_origin_and_destination
13617,,,HPV,blank_origin_and_destination
13618,,,MPV,blank_origin_and_destination
13619,,,HPV,blank_origin_and_destination
13620,,,HPV,blank_origin_and_destination
13621,,,HPV,blank_origin_and_destination
13622,,,HPV,blank_origin_and_destination
13623,,,HPV,blank_origin_and_destination
13624,,,HPV,blank_origin_and_destination
